,metric,train/val,run,epoch,value
0,loss,train,1,1,0.7499146461486816
1,loss,train,1,2,0.6879562139511108
2,loss,train,1,3,0.6454890370368958
3,loss,train,1,4,0.584884762763977
4,loss,train,1,5,0.5337503552436829
5,binary_accuracy,train,1,1,0.5249999761581421
6,binary_accuracy,train,1,2,0.48750001192092896
7,binary_accuracy,train,1,3,0.48750001192092896
8,binary_accuracy,train,1,4,0.7250000238418579
9,binary_accuracy,train,1,5,0.824999988079071
10,auc,train,1,1,0.5184490084648132
11,auc,train,1,2,0.5509693622589111
12,auc,train,1,3,0.8771107196807861
13,auc,train,1,4,0.9140087366104126
14,auc,train,1,5,0.9202626943588257
15,loss,val,1,1,0.6667433977127075
16,loss,val,1,2,0.6616253852844238
17,loss,val,1,3,0.5925942659378052
18,loss,val,1,4,0.5239710807800293
19,loss,val,1,5,0.4836459457874298
20,binary_accuracy,val,1,1,0.4761904776096344
21,binary_accuracy,val,1,2,0.4761904776096344
22,binary_accuracy,val,1,3,0.4761904776096344
23,binary_accuracy,val,1,4,0.761904776096344
24,binary_accuracy,val,1,5,0.8571428656578064
25,auc,val,1,1,0.9090908765792847
26,auc,val,1,2,0.8045454025268555
27,auc,val,1,3,0.8363636136054993
28,auc,val,1,4,0.8454545140266418
29,auc,val,1,5,0.8454545736312866
30,loss,train,2,1,0.7592970132827759
31,loss,train,2,2,0.6740139126777649
32,loss,train,2,3,0.6240934133529663
33,loss,train,2,4,0.4777567386627197
34,loss,train,2,5,0.37025368213653564
35,binary_accuracy,train,2,1,0.512499988079071
36,binary_accuracy,train,2,2,0.5
37,binary_accuracy,train,2,3,0.7250000238418579
38,binary_accuracy,train,2,4,0.8500000238418579
39,binary_accuracy,train,2,5,0.8500000238418579
40,auc,train,2,1,0.5997498631477356
41,auc,train,2,2,0.759224534034729
42,auc,train,2,3,0.782676637172699
43,auc,train,2,4,0.926516592502594
44,auc,train,2,5,0.9308942556381226
45,loss,val,2,1,0.6881146430969238
46,loss,val,2,2,0.6248093843460083
47,loss,val,2,3,0.5720528364181519
48,loss,val,2,4,0.5400049686431885
49,loss,val,2,5,0.7195515632629395
50,binary_accuracy,val,2,1,0.4761904776096344
51,binary_accuracy,val,2,2,0.6666666865348816
52,binary_accuracy,val,2,3,0.6666666865348816
53,binary_accuracy,val,2,4,0.6666666865348816
54,binary_accuracy,val,2,5,0.761904776096344
55,auc,val,2,1,0.8363636136054993
56,auc,val,2,2,0.8045454621315002
57,auc,val,2,3,0.8045454025268555
58,auc,val,2,4,0.7863636612892151
59,auc,val,2,5,0.7409091591835022
